"appeal_id"	"datetime"	"client_id"	"user_id"	"msg_type"	"channel_id"	"channel_name"	"channel_type"	"answer_time"	"text"
113692	"2088-04-02 18:05:06+03"		19503	0	3	"Telegram"	"Telegram"	20	"Минуту."
113692	"2088-04-02 18:10:01+03"		19503	9	0	""	""		"Упс…. По независящим от нас причинам сессия была прервана.( Если Ваш вопрос еще актуален,  дайте нам знать, отправив любой символ или слово в ответ на данное сообщение!  "
113692	"2088-04-02 18:10:30+03"	442162		0	3	"Telegram"	"Telegram"		"Им"
113692	"2088-04-02 18:10:46+03"		19640	0	3	"Telegram"	"Telegram"	16	"Прошу прощения, еще немного"
113692	"2088-04-02 18:10:51+03"	442162		0	3	"Telegram"	"Telegram"		"Да что у вас все не работает."
113692	"2088-04-02 18:10:57+03"		19640	0	3	"Telegram"	"Telegram"	6	"=("
113692	"2088-04-02 18:12:09+03"	442162		0	3	"Telegram"	"Telegram"		"Ждём. Но надеюсь что все разрешится."
113692	"2088-04-02 18:15:59+03"	442162		0	3	"Telegram"	"Telegram"		"А если ещё раз чат отвалится просто перейдём к конкуренту."
113692	"2088-04-02 18:16:24+03"	442162		0	3	"Telegram"	"Telegram"		"И ждём 10 минут до разрешению ситуации"
113692	"2088-04-02 18:22:21+03"		19640	0	3	"Telegram"	"Telegram"	612	"А где вы видели информацию 2 Гб, 250 мин и 1 опция безлимитный вконтакте 260<U+20BD>/месяц?"
113692	"2088-04-02 18:22:56+03"	442162		0	3	"Telegram"	"Telegram"		"На вашем сайте"
113692	"2088-04-02 18:23:25+03"	442162		0	3	"Telegram"	"Telegram"		"300 минут 270<U+20BD>"
113692	"2088-04-02 18:25:29+03"	442162		0	3	"Telegram"	"Telegram"		"В приложение"
113692	"2088-04-02 18:25:45+03"	442162		0	3	"Telegram"	"Telegram"		""
113692	"2088-04-02 18:26:37+03"	442162		0	3	"Telegram"	"Telegram"		"Вы владеете информацией? или просто не компетентны?"
113692	"2088-04-02 18:27:25+03"		19640	0	3	"Telegram"	"Telegram"	269	"Вы указали 2Гб 250 минут, но такого в тарифе Мой разговор не предоставляется"
113692	"2088-04-02 18:27:34+03"		19640	0	3	"Telegram"	"Telegram"	269	"В скриншоте также не вижу этой информации"
113692	"2088-04-02 18:28:37+03"	442162		0	3	"Telegram"	"Telegram"		"То есть я лгу?"
113692	"2088-04-02 18:28:42+03"	442162		0	3	"Telegram"	"Telegram"		""
113692	"2088-04-02 18:30:20+03"		19640	0	3	"Telegram"	"Telegram"	103	"Я не сказала, что вы лжете, я спросила где вы видите эту информацию, чтобы проверить, тк как возможно на сайте она указана некорректно"
113692	"2088-04-02 18:31:15+03"	442162		0	3	"Telegram"	"Telegram"		"И кому тогда верить? Если у вас на сайте и в приложение есть опция Настройки тарифа."
113692	"2088-04-02 18:31:28+03"		19640	0	3	"Telegram"	"Telegram"	13	"Информацию еще проверяю)"
113692	"2088-04-02 18:31:37+03"	442162		0	3	"Telegram"	"Telegram"		"И вы не можете перевести номер на необходимый тариф"
113692	"2088-04-02 18:32:00+03"	442162		0	3	"Telegram"	"Telegram"		"Долго вы проверяете."
113692	"2088-04-02 18:32:13+03"		19640	0	3	"Telegram"	"Telegram"	36	"Пожалуйста, ожидайте"
113692	"2088-04-02 18:32:19+03"	442162		0	3	"Telegram"	"Telegram"		"50 минут как начался Диалог."
113692	"2088-04-02 18:34:39+03"		19640	0	3	"Telegram"	"Telegram"	140	"Вот здесь Вы можете ознакомиться с параметрами тарифа &quot;Мой разговор&quot; : https://murmansk.tele2.ru/tariff/my-conversation , стоимость и способы управления там указаны"
113692	"2088-04-02 18:34:55+03"		19640	0	3	"Telegram"	"Telegram"	140	"Безлимитные звонки на номера Tele2 Россия; 300 минут на другие номера Мурманской области; 50 SMS на все номера Мурманской области; 5 ГБ интернет- трафика;"
113692	"2088-04-02 18:35:04+03"		19640	0	3	"Telegram"	"Telegram"	140	"Абонентская плата  250 руб. в месяц."
113692	"2088-04-02 18:35:52+03"	442162		0	3	"Telegram"	"Telegram"		"С доп опцией безлимитный вк + 20<U+20BD> выходит 270<U+20BD>."
113692	"2088-04-02 18:36:03+03"	442162		0	3	"Telegram"	"Telegram"		"При по пытки перехода выдаёт ошибку."
113692	"2088-04-02 18:39:31+03"		19640	0	3	"Telegram"	"Telegram"	219	"Дело в том, что сейчас еще недоступна опция безлимит вк=("
113692	"2088-04-02 18:40:27+03"		19640	0	3	"Telegram"	"Telegram"	219	"На сайте уже отоюражается она, так как запуск производится с завтрашнего дня, за один день изменить все информацию не предоставляется возможности"
113692	"2088-04-02 18:40:29+03"	442162		0	3	"Telegram"	"Telegram"		"Вы можете перевести меня на данный тариф в ручную ?"
113692	"2088-04-02 18:40:58+03"	442162		0	3	"Telegram"	"Telegram"		"Хорошо по пробуем завтра."
113692	"2088-04-02 18:41:21+03"	442162		0	3	"Telegram"	"Telegram"		"Как модно оценить вашу работу ?"
113692	"2088-04-02 18:41:33+03"		19640	0	3	"Telegram"	"Telegram"	63	"Переход на новые тарифные планы открыт с 09:00. Если вы пробовали перейти на новые тарифы до этого времени, то могла произойти ошибка подключения. Ситуация нашим специалистам известна, в ближайшее время все будет исправлено."
113692	"2088-04-02 18:42:25+03"		19640	0	3	"Telegram"	"Telegram"	63	"Но запускаются они на вашем регионе  завтра, поэтому завтра вы сможете успешно сменить"
113692	"2088-04-02 18:42:40+03"		19640	0	3	"Telegram"	"Telegram"		"После завершения диалога будет ссылка на оценку)"
113692	"2088-04-02 18:43:23+03"		19640	2	0	""	""		""
121205	"2088-04-13 18:22:27+03"			1	0	""	""		"Создано новое обращение #121205"
121205	"2088-04-13 18:22:28+03"	437098		0	3	"Telegram"	"Telegram"		"Добрый день"
121205	"2088-04-13 18:22:40+03"		19514	0	3	"Telegram"	"Telegram"	12	"Добрый))."
121205	"2088-04-13 18:22:50+03"		19514	0	3	"Telegram"	"Telegram"	12	"Чем могу помочь?"
121205	"2088-04-13 18:22:52+03"	437098		0	3	"Telegram"	"Telegram"		"У меня опять произошло незаконное списывание средств со счета"
121205	"2088-04-13 18:22:58+03"	437098		0	3	"Telegram"	"Telegram"		"Только что пришла такая смс"
121205	"2088-04-13 18:23:01+03"	437098		0	3	"Telegram"	"Telegram"		"Доступ к TV Club предоставлен: логин xxxxxx, пароль xxxxx. 30 р./сут. с НДС. Для отключения отправьте СТОП на номер 3846002."
121205	"2088-04-13 18:23:06+03"		19514	0	3	"Telegram"	"Telegram"	14	"О каком номере речь?"
121205	"2088-04-13 18:23:17+03"	437098		0	3	"Telegram"	"Telegram"		"У меня уже стоит защита от подписок на контент"
121205	"2088-04-13 18:23:28+03"	437098		0	3	"Telegram"	"Telegram"		"Была такая же история месяц назад"
121205	"2088-04-13 18:23:33+03"	437098		0	3	"Telegram"	"Telegram"		"+xxx xxx xx xx"
121205	"2088-04-13 18:23:46+03"		19514	0	3	"Telegram"	"Telegram"	29	"Номер сейчас под рукой?"
121205	"2088-04-13 18:23:54+03"	437098		0	3	"Telegram"	"Telegram"		"Прошу срочно вернуть назад средства"
121205	"2088-04-13 18:24:00+03"	437098		0	3	"Telegram"	"Telegram"		"Да"
121205	"2088-04-13 18:24:22+03"		19514	0	3	"Telegram"	"Telegram"	27	"Чтобы у меня была проверить информацию, сообщите мне, пожалуйста, код, который сейчас поступит на Ваш номер в SMS."
121205	"2088-04-13 18:24:43+03"	437098		0	3	"Telegram"	"Telegram"		"Хорошо"
121205	"2088-04-13 18:24:56+03"		19514	0	3	"Telegram"	"Telegram"	12	"Отправила."
121205	"2088-04-13 18:25:21+03"	437098		0	3	"Telegram"	"Telegram"		"2025"
121205	"2088-04-13 18:25:29+03"		19514	0	3	"Telegram"	"Telegram"	7	"Спасибо."
121205	"2088-04-13 18:25:40+03"		19514	0	3	"Telegram"	"Telegram"	7	"Пару минут. Информацию проверю."
121205	"2088-04-13 18:28:06+03"		19514	0	3	"Telegram"	"Telegram"		"Мне очень жаль, что данная ситуация причинила Вам неудобства ((. Активация происходит только нажатием кнопки &quot;подписаться&quot; (&quot;смотреть&quot;) на сайте tvclub.online, либо через лейдингпейдж при посещении других Интернет-ресурсов.   Подписка на сервис TV Club, стоимость указывается при подключении - под кнопкой согласия."
121205	"2088-04-13 18:28:17+03"		19514	0	3	"Telegram"	"Telegram"		"Для отказа от предоставления подписки на услугу нужно отправить SMS-сообщение со словом СТОП на номер 3846002. Сообщение бесплатно в домашнем регионе.   Сожалею, что Вам пришлось столкнуться с подобной ситуацией. Подключение подписок может происходить в результате просмотра сайтов в интернете."
121205	"2088-04-13 18:28:33+03"		19514	0	3	"Telegram"	"Telegram"		"При посещении какого-либо сайта Вам могут предложить оформить подписку, при этом открывается другая страница, на которой и происходит подключение.   На этой странице указывается информация о подписке, есть кнопки согласия или отмены подключения услуги.   Просим Вас быть внимательнее и не посещать непроверенные ресурсы, внимательно читать информацию во всплывающих окнах перед нажатием кнопок, а также рекомендуем Вам установить антивирус."
121205	"2088-04-13 18:28:52+03"	437098		0	3	"Telegram"	"Telegram"		"Это Стандартный ответ"
121205	"2088-04-13 18:29:02+03"	437098		0	3	"Telegram"	"Telegram"		"Меня интересует возврат."
121205	"2088-04-13 18:29:05+03"		19514	0	3	"Telegram"	"Telegram"	13	"К сожалению, компенсация денежных средств по данному вопросу не предусмотрена."
121205	"2088-04-13 18:29:22+03"	437098		0	3	"Telegram"	"Telegram"		"Я ни на что не подписывалась"
121205	"2088-04-13 18:29:43+03"		19514	0	3	"Telegram"	"Telegram"	21	"Для запроса компенсации владелец номера с паспортом может обратиться в салон Теле 2 для написания заявления."
121205	"2088-04-13 18:29:51+03"	437098		0	3	"Telegram"	"Telegram"		"Я буду писать жалобу в роспотребнадзор"
121205	"2088-04-13 18:30:03+03"		19514	0	3	"Telegram"	"Telegram"	11	"К сожалению, компенсация денежных средств по данному вопросу не предусмотрена."
121205	"2088-04-13 18:30:08+03"	437098		0	3	"Telegram"	"Telegram"		"Меня не устраивает такой сложный вариант"
121205	"2088-04-13 18:30:26+03"	437098		0	3	"Telegram"	"Telegram"		"В прошлый раз мне вернули средства"
121205	"2088-04-13 18:30:51+03"		19514	0	3	"Telegram"	"Telegram"	43	"Других вариантов, к сожалению, я предложить Вам не смогу."
121205	"2088-04-13 18:30:56+03"	437098		0	3	"Telegram"	"Telegram"		"Как я могла на чтото подписаться если У меня стоит запрет на подписки"
121205	"2088-04-13 18:31:08+03"		19514	0	3	"Telegram"	"Telegram"	11	"Ранее у Вас на номере были подписки другого рода."
121205	"2088-04-13 18:31:22+03"		19514	0	3	"Telegram"	"Telegram"	11	"Вы устанавливали запрет каким образом?"
121205	"2088-04-13 18:31:53+03"	437098		0	3	"Telegram"	"Telegram"		"По телефону в виде кода"
121205	"2088-04-13 18:32:06+03"	437098		0	3	"Telegram"	"Telegram"		"Ещё раз, я ни на что не подписывалась"
121205	"2088-04-13 18:32:10+03"		19514	0	3	"Telegram"	"Telegram"	17	"Какую команду набирали?"
121205	"2088-04-13 18:32:18+03"		19514	0	3	"Telegram"	"Telegram"	17	"Я поняла Вас."
121205	"2088-04-13 18:32:30+03"		19514	0	3	"Telegram"	"Telegram"	17	"К сожалению, компенсация денежных средств по данному вопросу не предусмотрена."
121205	"2088-04-13 18:32:50+03"	437098		0	3	"Telegram"	"Telegram"		"Начинается на 8 или 9"
121205	"2088-04-13 18:32:55+03"	437098		0	3	"Telegram"	"Telegram"		"Её мне сообщил оператор"
121205	"2088-04-13 18:32:59+03"	437098		0	3	"Telegram"	"Telegram"		"Теле 2"
121205	"2088-04-13 18:33:16+03"	437098		0	3	"Telegram"	"Telegram"		"Она должна защищать от таких вещей"
121205	"2088-04-13 18:33:40+03"		19514	0	3	"Telegram"	"Telegram"	49	"Могу предположить, что имеете ввиду команду от вирусных подписок."
121205	"2088-04-13 18:34:41+03"		19514	0	3	"Telegram"	"Telegram"		"*189# вызов - позволяет получить информацию по существующим подпискам, их стоимости и способах отключения."
121205	"2088-04-13 18:34:45+03"	437098		0	3	"Telegram"	"Telegram"		"Возможно. Почему она меня не защитила?"
121205	"2088-04-13 18:34:57+03"		19514	0	3	"Telegram"	"Telegram"	12	"Эта команда не защищает от подписок."
121205	"2088-04-13 18:35:13+03"		19514	0	3	"Telegram"	"Telegram"	12	"А только позволяет их проверять."
121205	"2088-04-13 18:35:21+03"	437098		0	3	"Telegram"	"Telegram"		"Нет не эта"
121205	"2088-04-13 18:35:36+03"	437098		0	3	"Telegram"	"Telegram"		"Я другую подключала"
121205	"2088-04-13 18:35:44+03"		19514	0	3	"Telegram"	"Telegram"	23	"Тогда какую-команду Вы набирали?"
121205	"2088-04-13 18:35:56+03"	437098		0	3	"Telegram"	"Telegram"		"931"
121205	"2088-04-13 18:36:30+03"		19514	0	3	"Telegram"	"Telegram"	34	"Это защита от вирусных подписок. Она не работает против подписки, которая у Вас была активирована."
121205	"2088-04-13 18:36:56+03"	437098		0	3	"Telegram"	"Telegram"		"Я не активировала эту подписку"
121205	"2088-04-13 18:37:01+03"	437098		0	3	"Telegram"	"Telegram"		"Ещё раз говорю"
121205	"2088-04-13 18:37:11+03"		19514	0	3	"Telegram"	"Telegram"	14	"Я с Вами не спорю."
121205	"2088-04-13 18:37:17+03"		19514	0	3	"Telegram"	"Telegram"	14	"<img data-code=\"\"<U+0001F60A>\"\" src=\"\"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7\"\" draggable=\"\"false\"\" class=\"\"emoji code1163\"\">"
121205	"2088-04-13 18:37:19+03"	437098		0	3	"Telegram"	"Telegram"		"Прошу вернуть средства"
121205	"2088-04-13 18:37:47+03"		19514	0	3	"Telegram"	"Telegram"	28	"Я просто предоставляю Вам информацию."
121205	"2088-04-13 18:37:59+03"		19514	0	3	"Telegram"	"Telegram"	28	"К сожалению, компенсация денежных средств по данному вопросу не предусмотрена."
121205	"2088-04-13 18:38:18+03"	437098		0	3	"Telegram"	"Telegram"		"На каком основании"
121205	"2088-04-13 18:38:22+03"		19514	0	3	"Telegram"	"Telegram"	3	"Рекомендую обратиться в салон Теле 2."
121205	"2088-04-13 18:39:19+03"		19514	0	3	"Telegram"	"Telegram"	3	"Ответ Вам будет предоставлен на уровне технических специалистов. Максимальный срок рассмотрения заявки - 72 часа."
121205	"2088-04-13 18:40:22+03"	437098		0	3	"Telegram"	"Telegram"		"Мошенники ваша контора"
121205	"2088-04-13 18:40:30+03"	437098		0	3	"Telegram"	"Telegram"		"Буду менять оператора"
121205	"2088-04-13 18:40:39+03"		19514	0	3	"Telegram"	"Telegram"	17	"Может быть, у Вас остались еще какие-либо вопросы?"
121205	"2088-04-13 18:40:49+03"	437098		0	3	"Telegram"	"Telegram"		"И учавствовать в коллективном иске"
121205	"2088-04-13 18:41:04+03"		19514	0	3	"Telegram"	"Telegram"	14	"Это Ваше право."
121205	"2088-04-13 18:41:22+03"	437098		0	3	"Telegram"	"Telegram"		"1 за качество услуг"
121205	"2088-04-13 18:41:32+03"		19514	0	3	"Telegram"	"Telegram"	9	"<img data-code=\"\"<U+0001F614>\"\" src=\"\"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7\"\" draggable=\"\"false\"\" class=\"\"emoji code1173\"\">"
121205	"2088-04-13 18:46:01+03"		19514	9	0	""	""		"Упс…. По независящим от нас причинам сессия была прервана.( Если Ваш вопрос еще актуален,  дайте нам знать, отправив любой символ или слово в ответ на данное сообщение!  "
121205	"2088-04-14 04:46:01+03"			2	0	""	""		"Обращение закрыто в связи с неактивностью пользователя"
122888	"2088-04-16 20:28:47+03"			1	0	""	""		"Создано новое обращение #122888"
122888	"2088-04-16 20:28:48+03"	446445		0	2	"Viber"	"Viber"		"Я нахожусь в Москве, сим карта Оренбурга. Подключил роуминг, но у меня не подключается к сети. xxx xxx xx xx"
122888	"2088-04-16 20:29:00+03"		19374	0	2	"Viber"	"Viber"	12	"Здравствуйте, меня зовут Оля . С удовольствием постараюсь решить Ваш вопрос!"
122888	"2088-04-16 20:29:46+03"	446445		0	2	"Viber"	"Viber"		"Хорошо, жду"
122888	"2088-04-16 20:31:04+03"	446445		0	2	"Viber"	"Viber"		"Сим карту вставляли в другой телефон и тоже не подключается к сети"
122888	"2088-04-16 20:31:13+03"		19374	0	2	"Viber"	"Viber"	86	"Сейчас проверю."
122888	"2088-04-16 20:33:41+03"	446445		0	2	"Viber"	"Viber"		"А выключаешь _ включаешь находит, подключается, но почти сразу отключается"
122888	"2088-04-16 20:34:22+03"		19374	0	2	"Viber"	"Viber"	41	"Формирую ответ."
122888	"2088-04-16 20:35:54+03"		19374	0	2	"Viber"	"Viber"		"В Москве и Московской области сеть Tele2 работает только на частотах в стандарте 3G/4G. <br><br>Ваш телефон поддерживает 3G?"
122888	"2088-04-16 20:36:47+03"	446445		0	2	"Viber"	"Viber"		"Да"
122888	"2088-04-16 20:37:23+03"		19374	0	2	"Viber"	"Viber"	36	"Он на 1 или 2 SIM-карты?"
122888	"2088-04-16 20:37:44+03"	446445		0	2	"Viber"	"Viber"		"2"
122888	"2088-04-16 20:38:07+03"	446445		0	2	"Viber"	"Viber"		"Менял местами и ничего"
122888	"2088-04-16 20:38:25+03"		19374	0	2	"Viber"	"Viber"	40	"Просто поменять местами недостаточно."
122888	"2088-04-16 20:38:28+03"	446445		0	2	"Viber"	"Viber"		"В другой телефон и тоже самое"
122888	"2088-04-16 20:38:29+03"		19374	0	2	"Viber"	"Viber"	1	"Минуту."
122888	"2088-04-16 20:38:47+03"		19374	0	2	"Viber"	"Viber"	1	"Если Ваш телефон поддерживает сеть 3G, и он на 2 и более SIM-карты, рекомендую установить SIM-карту Теле2 в первый слот, так как часто производители устройств устанавливают только один сетевой 3G-модулxxxxxxxxxxx3G необходимо зайти в настройки сети и выбрать на нашей SIM-карте 3G, WCDMA, UMTS или смешанный режим. <br><br>При этом в остальных слотах должен быть выбран режим GSM."
122888	"2088-04-16 20:39:12+03"		19374	0	2	"Viber"	"Viber"	1	"После установки настроек рекомендую Вам выключить телефон, затем включить. <br><br>Если Ваш телефон автоматически не зарегистрируется в сети, то найдите в меню телефона раздел «Настройки/Сеть», выберите пункт меню «Поиск сети вручную». <br><br>После появления на дисплее списка доступных сетей, выберите сеть Tele2."
122888	"2088-04-16 20:40:16+03"		19374	0	2	"Viber"	"Viber"		"О результатах сообщите мне."
122888	"2088-04-16 20:46:01+03"		19374	9	0	""	""		"Упс…. По независящим от нас причинам сессия была прервана.( Если Ваш вопрос еще актуален,  дайте нам знать, отправив любой символ или слово в ответ на данное сообщение!  "
122888	"2088-04-16 20:46:43+03"	446445		0	2	"Viber"	"Viber"		"Ничего не получается"
122888	"2088-04-16 20:46:51+03"		19374	0	2	"Viber"	"Viber"	8	"Пару минут."
122888	"2088-04-16 20:46:58+03"		19374	0	2	"Viber"	"Viber"	8	"Уточните, пожалуйста, Ваше местоположение (город, район, улица или пересечение улиц, номер дома)."
122888	"2088-04-16 20:47:08+03"	446445		0	2	"Viber"	"Viber"		"Все настройки проверили"
122888	"2088-04-16 20:48:24+03"	446445		0	2	"Viber"	"Viber"		"Блин у нас сим карта не подключается к сети теле 2"
122888	"2088-04-16 20:48:34+03"		19374	0	2	"Viber"	"Viber"	86	"Уточните, пожалуйста, Ваше местоположение (город, район, улица или пересечение улиц, номер дома)."
122888	"2088-04-16 20:48:50+03"	446445		0	2	"Viber"	"Viber"		"Сечас я в Москве"
122888	"2088-04-16 20:49:00+03"		19374	0	2	"Viber"	"Viber"	10	"Район, улица или пересечение улиц, номер дома?"
122888	"2088-04-16 20:50:03+03"	446445		0	2	"Viber"	"Viber"		"Блин вообще нигде не работает"
122888	"2088-04-16 20:50:20+03"		19374	0	2	"Viber"	"Viber"	17	"Ваш вопрос касается корпоративного номера. Ожидайте, переведу Вас на специалиста соответствующего отдела."
122888	"2088-04-16 20:50:28+03"			4	0	""	""		""
122888	"2088-04-16 20:50:28+03"		19374	5	0	""	""		"'корп номер'"
122888	"2088-04-16 20:50:53+03"	446445		0	2	"Viber"	"Viber"		"Я еду в такси"
122888	"2088-04-16 20:50:59+03"		19573	0	2	"Viber"	"Viber"	5	"Здравствуйте!"
122888	"2088-04-16 20:52:47+03"	446445		0	2	"Viber"	"Viber"		"Жду мне должны позвонить на счет билетов на самолет"
122888	"2088-04-16 20:54:19+03"		19573	0	2	"Viber"	"Viber"	92	"Раз в настройках у Вас все указано верно, sim находится в первом слоте и режим сети 3/4g, то тогда необходимо составлять заявку."
122888	"2088-04-16 20:54:38+03"		19573	0	2	"Viber"	"Viber"	92	"Сообщите улицу, на которой сейчас находитесь."
122888	"2088-04-16 20:57:29+03"	446445		0	2	"Viber"	"Viber"		"Я не знаю улицу я еду в такси я же написал"
122888	"2088-04-16 20:58:17+03"		19573	0	2	"Viber"	"Viber"	48	"В таком случае уточните информацию."
122888	"2088-04-16 20:58:31+03"		19573	0	2	"Viber"	"Viber"	48	"Без нее я не смогу оформить заявку."
122888	"2088-04-16 20:59:40+03"	446445		0	2	"Viber"	"Viber"		"На мкаде"
122888	"2088-04-16 21:01:43+03"		19573	0	2	"Viber"	"Viber"	123	"Требуется более точная информация."
122888	"2088-04-16 21:01:53+03"		19573	0	2	"Viber"	"Viber"	123	"Пересечение улиц."
122888	"2088-04-16 21:02:06+03"		19573	0	2	"Viber"	"Viber"	123	"Или улица и дом."
122888	"2088-04-16 21:03:22+03"	446445		0	2	"Viber"	"Viber"		"МКАД 92км"
122888	"2088-04-16 21:04:49+03"		19573	0	2	"Viber"	"Viber"	87	"Спасибо. А Вы в какой сети пытались зарегистрироваться?"
122888	"2088-04-16 21:05:59+03"	446445		0	2	"Viber"	"Viber"		"Можно сделать чтобы все звонки пере адресовать на этот номер xxx xxx xx xx"
122888	"2088-04-16 21:06:32+03"	446445		0	2	"Viber"	"Viber"		"????????????????"
122888	"2088-04-16 21:06:37+03"		19573	0	2	"Viber"	"Viber"	37	"Да, сообщите название организации и ИНН."
122888	"2088-04-16 21:07:24+03"	446445		0	2	"Viber"	"Viber"		"Ип xxxxxx xxxxx xxxxx"
122888	"2088-04-16 21:08:50+03"		19573	0	2	"Viber"	"Viber"	85	"И ИНН."
122888	"2088-04-16 21:18:01+03"		19573	9	0	""	""		"Упс…. По независящим от нас причинам сессия была прервана.( Если Ваш вопрос еще актуален,  дайте нам знать, отправив любой символ или слово в ответ на данное сообщение!  "
122888	"2088-04-16 21:19:47+03"	446445		0	2	"Viber"	"Viber"		"Старый паспорт xxx xxx xx xx"
122888	"2088-04-16 21:20:07+03"		19573	0	2	"Viber"	"Viber"	20	"Сейчас проверю, подойдет ли он."
122888	"2088-04-16 21:20:40+03"	446445		0	2	"Viber"	"Viber"		"Подойдет"
122888	"2088-04-16 21:22:33+03"		19573	0	2	"Viber"	"Viber"	112	"Спасибо. Все верно. Переадресацию установить безусловную? Чтобы абсолютно все звонки переадресовывались?"
122888	"2088-04-16 21:22:58+03"	446445		0	2	"Viber"	"Viber"		"Да"
122888	"2088-04-16 21:25:09+03"		19573	0	2	"Viber"	"Viber"	131	"Переадресация - усулxxxxxxxxxxx2.ru/business/tariff/gamma"
122888	"2088-04-16 21:25:14+03"		19573	0	2	"Viber"	"Viber"	131	"Будем подключать?"
122888	"2088-04-16 21:25:39+03"	446445		0	2	"Viber"	"Viber"		"Да"
122888	"2088-04-16 21:26:02+03"		19573	0	2	"Viber"	"Viber"	22	"Минуту."
122888	"2088-04-16 21:27:17+03"		19573	0	2	"Viber"	"Viber"		"Готово. Переадресация подключена."
122888	"2088-04-16 21:27:40+03"	446445		0	2	"Viber"	"Viber"		"Спасибо"
